taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_habitat
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Sinantherina,Sinantherina triglandularis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella salisburii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela microcornis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha bidens,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha reclusa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Streptognatha,Streptognatha lepta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Atrochidae,Acyclus,Acyclus inquietus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Filinia,Filinia cornuta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha sylvestris,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Parencentrum,Parencentrum plicatum,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella curvicaudata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina striata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha subtilis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha roeperi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia punctata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella margalefi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela natans,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria rotatoria,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha scabropyga,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,Conochilus,Conochilus unicornis,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha bartosi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Filinia,Filinia novaezealandiae,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Embata,Embata hamata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella monodactyla,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Ascomorpha saltans,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria murrayi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinavidae,Abrochtha,Abrochtha intermedia,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca judayi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca discophora,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra hystrix,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria exoculis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela longistyla,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella rhomboidula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Trochosphaera,Trochosphaera solstitialis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha elusa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura elsteri,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinavidae,Philodinavus,Philodinavus aussiensis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra lineata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Colurella,Colurella adriatica,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha curvicollis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra alpium,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella punctata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria laticeps,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella dorsalis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra longicornicula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Donneria,Donneria sudzukii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Squatinella,Squatinella pseudorostrum,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha flaviformis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela festinans,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella costata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Limnias,Limnias melicerta,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela armillata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia lineata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Squatinella,Squatinella longispinata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Otostephanos,Otostephanos kostei,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Pompholyx complanata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha megalocephala,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Filinia,Filinia longiseta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca wiszniewskii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella apsicora,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela lata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra polyodonta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella venefica,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura tihanyensis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina proterva,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela pinnigera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia circinata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Testudinella patina,[]
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella myersi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Paracolurella,Paracolurella logima,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria tardigrada,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha brocklehursti,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria ovata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia vargai,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha longicollis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura linguata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Ascomorpha klementi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina vorax,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia animosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura intermedia,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Ceratotrocha,Ceratotrocha rodewaldi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia variabilis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina alata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela minuta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Paradicranophorus,Paradicranophorus sinus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella acuminata,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela gracillima,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela angusta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia loxocorona,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia bdelloidea,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella neboissi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura beauchampi,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela punctata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella zigzag,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela inermis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Gastropus minor,[]
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca mutabilis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina quadrata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Scepanotrocha,Scepanotrocha haueri,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela rostrata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Albertia,Albertia vermiculus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela lepida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria magnacalcarata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria curtipes,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca coronetta,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha pusilla,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Adinetidae,Bradyscela,Bradyscela granulosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella amphitropis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela magna,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha longula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella venefica,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela ligulifera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Floscularia,Floscularia melicerta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella princisi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Paradicranophorus,Paradicranophorus hudsoni,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria quadrangularis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela nixa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia obtusicornis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella triptera,"['FRESHWATER', 'FRESHWATER']"
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura pilula,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Testudinella patina,[]
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella triptera,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina morigera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Scepanotrocha,Scepanotrocha semitecta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Balatro,Balatro calvus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinavidae,Abrochtha,Abrochtha carnivora,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha elliptica,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella koniari,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Testudinella truncata,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Adinetidae,Adineta,Adineta gracilis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina flaviceps,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella riedeli,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Albertia,Albertia typhlina,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Atrochidae,Cupelopagis,Cupelopagis vorax,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura pilula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria socialis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella ehrenbergii,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha insignis,[]
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Paracolurella,Paracolurella aemula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha fuscochlaena,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura stygis,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha nodulata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Gastropus stylifer,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca sessilis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Ascomorpha tundisii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia procera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella acuminata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Adinetidae,Adineta,Adineta cuneata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,Conochilus,Conochilus dossuarius,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela canadensis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia orta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca coronetta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella patella,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Anchitestudinella,Anchitestudinella mekongensis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela faveolata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella borealis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Squatinella,Squatinella leydigii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha lata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Dissotrocha,Dissotrocha macrostyla,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela aculeata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia setifera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha incola,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra brycei,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia scabrosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca stephanochaeta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra oxyuris,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra reducens,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Anomopus,Anomopus telphusae,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura rotifer,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Sinantherina,Sinantherina semibullata,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha rara,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Scepanotrocha,Scepanotrocha delicata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella pumilo,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Ascomorpha saltans,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha aspera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia storkani,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella cristata,[]
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca pelagica,[]
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca epizootica,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura brachiata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria tardigrada,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina foissneri,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella latusinus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella apsida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca riverai,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura barbata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela bilfingeri,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Otostephanos,Otostephanos macrantennus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura stephanion,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Beauchampia,Beauchampia crucigera,[]
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella patella,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha spicula,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Mniobia,Mniobia modesta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca vargai,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella abbei,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha bulbosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Filinia,Filinia terminalis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Gastropus stylifer,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina australis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Adinetidae,Adineta,Adineta bartosi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela concinna,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela tuberilabris,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella pseudoacuminata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela asperula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella pterygoida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca paradoxa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela plicatula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha thermalis,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha scepanotrochoides,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,Conochilus,Conochilus deltaicus,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Floscularia,Floscularia ringens,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra jenkinae,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha caudata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra sulcata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella haueri,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella tenella,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra humerosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria neptunoida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela brachysoma,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Embata,Embata laticeps,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha minima,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra intermedia,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella tana,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca quadrinodosa,[]
Animalia,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Ascomorpha ovalis,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela formosa,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella parvula,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha soror,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca cucullata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela extensa,['FRESHWATER']
